Date,Event,Price,Price/Sq_Ft,Source,listing_page
11/07/2022,Listed,"$899,000 ",$383 ,Austin,https://www.realtor.com/realestateandhomes-detail/2301-Thrasher-Ln_Austin_TX_78741_M77976-44060
03/20/2018,Listing removed,"$350,000 ",- ,Austin,https://www.realtor.com/realestateandhomes-detail/2301-Thrasher-Ln_Austin_TX_78741_M77976-44060
02/06/2017,Listed,"$350,000 ",- ,Austin,https://www.realtor.com/realestateandhomes-detail/2301-Thrasher-Ln_Austin_TX_78741_M77976-44060
04/11/2011,Listing removed,"$49,500 ",- ,Austin,https://www.realtor.com/realestateandhomes-detail/2301-Thrasher-Ln_Austin_TX_78741_M77976-44060
01/04/2011,Price Changed,"$49,500 ",- ,Austin,https://www.realtor.com/realestateandhomes-detail/2301-Thrasher-Ln_Austin_TX_78741_M77976-44060
11/29/2010,Price Changed,"$55,000 ",- ,Austin,https://www.realtor.com/realestateandhomes-detail/2301-Thrasher-Ln_Austin_TX_78741_M77976-44060
09/30/2022,Listed,"$700,000 ",$694 ,CentralTexas,https://www.realtor.com/realestateandhomes-detail/6707-Santos-St_Austin_TX_78741_M86427-77245
03/09/2010,Listing removed,$950 ,$1 ,Austin,https://www.realtor.com/realestateandhomes-detail/6707-Santos-St_Austin_TX_78741_M86427-77245
02/04/2010,Listed for rent,$950 ,$1 ,Austin,https://www.realtor.com/realestateandhomes-detail/6707-Santos-St_Austin_TX_78741_M86427-77245
12/13/2022,Listed,"$779,999 ",$935 ,Austin,https://www.realtor.com/realestateandhomes-detail/6409-Porter-St_Austin_TX_78741_M81485-86765
12/10/2022,Listed,"$1,199,900 ",$506 ,Austin,https://www.realtor.com/realestateandhomes-detail/412-Kemp-St_Austin_TX_78741_M87931-05273
12/09/2022,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/412-Kemp-St_Austin_TX_78741_M87931-05273
11/28/2022,Listed,"$470,000 ",- ,Austin,https://www.realtor.com/realestateandhomes-detail/412-Kemp-St_Austin_TX_78741_M87931-05273
11/26/2022,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/412-Kemp-St_Austin_TX_78741_M87931-05273
09/16/2022,Listed,"$540,000 ",- ,Austin,https://www.realtor.com/realestateandhomes-detail/412-Kemp-St_Austin_TX_78741_M87931-05273
10/28/2018,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/412-Kemp-St_Austin_TX_78741_M87931-05273
05/28/2018,Relisted,"$215,000 ",- ,Austin,https://www.realtor.com/realestateandhomes-detail/412-Kemp-St_Austin_TX_78741_M87931-05273
01/06/2023,Listed,"$1,150,000 ",$541 ,Austin,https://www.realtor.com/realestateandhomes-detail/6217-Clovis-St-A_Austin_TX_78741_M98822-58654
10/01/2022,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/6217-Clovis-St-A_Austin_TX_78741_M98822-58654
09/07/2022,Relisted,"$1,250,000 ",$589 ,Austin,https://www.realtor.com/realestateandhomes-detail/6217-Clovis-St-A_Austin_TX_78741_M98822-58654
09/02/2022,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/6217-Clovis-St-A_Austin_TX_78741_M98822-58654
06/29/2022,Listed,"$1,250,000 ",$589 ,Austin,https://www.realtor.com/realestateandhomes-detail/6217-Clovis-St-A_Austin_TX_78741_M98822-58654
09/24/2021,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/6217-Clovis-St-A_Austin_TX_78741_M98822-58654
12/06/2022,Listed,"$790,000 ","$1,045 ",Austin,https://www.realtor.com/realestateandhomes-detail/1414-Vargas-Rd_Austin_TX_78741_M86852-60420
08/02/2022,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/1414-Vargas-Rd_Austin_TX_78741_M86852-60420
06/25/2022,Price Changed,"$790,000 ","$1,045 ",Austin,https://www.realtor.com/realestateandhomes-detail/1414-Vargas-Rd_Austin_TX_78741_M86852-60420
05/05/2022,Listed,"$850,000 ","$1,124 ",Austin,https://www.realtor.com/realestateandhomes-detail/1414-Vargas-Rd_Austin_TX_78741_M86852-60420
04/01/2022,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/1414-Vargas-Rd_Austin_TX_78741_M86852-60420
11/16/2021,Listed,"$850,000 ","$1,124 ",Austin,https://www.realtor.com/realestateandhomes-detail/1414-Vargas-Rd_Austin_TX_78741_M86852-60420
01/24/2023,Listed,"$485,000 ",$310 ,Austin,https://www.realtor.com/realestateandhomes-detail/8907-Little-Walnut-Pkwy_Austin_TX_78758_M71790-05141
05/03/2019,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/8907-Little-Walnut-Pkwy_Austin_TX_78758_M71790-05141
05/02/2019,Listing removed,"$345,000 ",$221 ,Austin,https://www.realtor.com/realestateandhomes-detail/8907-Little-Walnut-Pkwy_Austin_TX_78758_M71790-05141
04/03/2019,Listed,"$345,000 ",$221 ,Austin,https://www.realtor.com/realestateandhomes-detail/8907-Little-Walnut-Pkwy_Austin_TX_78758_M71790-05141
01/03/2019,Listing removed,"$299,500 ",$191 ,Austin,https://www.realtor.com/realestateandhomes-detail/8907-Little-Walnut-Pkwy_Austin_TX_78758_M71790-05141
12/14/2018,Listing removed,"$299,500 ",$191 ,Austin,https://www.realtor.com/realestateandhomes-detail/8907-Little-Walnut-Pkwy_Austin_TX_78758_M71790-05141
11/10/2018,Price Changed,"$299,500 ",$191 ,Austin,https://www.realtor.com/realestateandhomes-detail/8907-Little-Walnut-Pkwy_Austin_TX_78758_M71790-05141
01/20/2023,Listed,"$699,000 ",$467 ,Austin,https://www.realtor.com/realestateandhomes-detail/1408-Fairfield-Dr_Austin_TX_78758_M82761-68722
09/25/2022,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/1408-Fairfield-Dr_Austin_TX_78758_M82761-68722
09/14/2022,Price Changed,"$754,000 ",$518 ,Austin,https://www.realtor.com/realestateandhomes-detail/1408-Fairfield-Dr_Austin_TX_78758_M82761-68722
09/01/2022,Listed,"$759,000 ",$521 ,Austin,https://www.realtor.com/realestateandhomes-detail/1408-Fairfield-Dr_Austin_TX_78758_M82761-68722
03/28/2022,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/1408-Fairfield-Dr_Austin_TX_78758_M82761-68722
03/25/2022,Listing removed,"$395,000 ",$271 ,Austin,https://www.realtor.com/realestateandhomes-detail/1408-Fairfield-Dr_Austin_TX_78758_M82761-68722
03/10/2022,Listed,"$395,000 ",$271 ,Austin,https://www.realtor.com/realestateandhomes-detail/1408-Fairfield-Dr_Austin_TX_78758_M82761-68722
01/19/2023,Listed,"$675,000 ",$315 ,Austin,https://www.realtor.com/realestateandhomes-detail/1311-Quail-Park-Dr_Austin_TX_78758_M86472-25710
12/16/2022,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/1311-Quail-Park-Dr_Austin_TX_78758_M86472-25710
11/01/2022,Price Changed,"$695,000 ",$324 ,Austin,https://www.realtor.com/realestateandhomes-detail/1311-Quail-Park-Dr_Austin_TX_78758_M86472-25710
10/06/2022,Listed,"$725,000 ",$338 ,Austin,https://www.realtor.com/realestateandhomes-detail/1311-Quail-Park-Dr_Austin_TX_78758_M86472-25710
08/27/2019,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/1311-Quail-Park-Dr_Austin_TX_78758_M86472-25710
08/27/2019,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/1311-Quail-Park-Dr_Austin_TX_78758_M86472-25710
12/11/2013,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/1311-Quail-Park-Dr_Austin_TX_78758_M86472-25710
01/18/2023,Listed,"$449,000 ",$400 ,Austin,https://www.realtor.com/realestateandhomes-detail/8800-Parkfield-Dr_Austin_TX_78758_M82637-27675
05/02/1997,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/8800-Parkfield-Dr_Austin_TX_78758_M82637-27675
01/17/2023,Listed,"$529,900 ",$382 ,Austin,https://www.realtor.com/realestateandhomes-detail/900-Red-Cliff-Dr_Austin_TX_78758_M86733-25352
10/21/2022,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/900-Red-Cliff-Dr_Austin_TX_78758_M86733-25352
07/20/2009,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/900-Red-Cliff-Dr_Austin_TX_78758_M86733-25352
06/21/2009,Listing removed,"$174,900 ",$126 ,Austin,https://www.realtor.com/realestateandhomes-detail/900-Red-Cliff-Dr_Austin_TX_78758_M86733-25352
04/01/2009,Listed,"$179,000 ",$129 ,Austin,https://www.realtor.com/realestateandhomes-detail/900-Red-Cliff-Dr_Austin_TX_78758_M86733-25352
07/11/2003,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/900-Red-Cliff-Dr_Austin_TX_78758_M86733-25352
07/31/1987,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/900-Red-Cliff-Dr_Austin_TX_78758_M86733-25352
01/15/2023,Listed,"$445,000 ",$287 ,Austin,https://www.realtor.com/realestateandhomes-detail/8703-Colonial-Dr_Austin_TX_78758_M74002-90308
01/25/2023,Price Changed,"$599,000 ",$339 ,Austin,https://www.realtor.com/realestateandhomes-detail/1205-Clearfield-Dr_Austin_TX_78758_M71360-37509
01/13/2023,Listed,"$624,900 ",$353 ,Austin,https://www.realtor.com/realestateandhomes-detail/1205-Clearfield-Dr_Austin_TX_78758_M71360-37509
09/08/2019,Listing removed,- ,- ,RentlinxUnits,https://www.realtor.com/realestateandhomes-detail/1205-Clearfield-Dr_Austin_TX_78758_M71360-37509
08/13/2019,Listed for rent,"$1,650 ",$1 ,RentlinxUnits,https://www.realtor.com/realestateandhomes-detail/1205-Clearfield-Dr_Austin_TX_78758_M71360-37509
04/28/2014,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/1205-Clearfield-Dr_Austin_TX_78758_M71360-37509
04/27/1995,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/1205-Clearfield-Dr_Austin_TX_78758_M71360-37509
01/11/2023,Listed,"$249,900 ",$258 ,Austin,https://www.realtor.com/realestateandhomes-detail/8701-Bridgeport-Dr_Austin_TX_78758_M81577-73783
01/10/2023,Price Changed,"$475,000 ",$291 ,Austin,https://www.realtor.com/realestateandhomes-detail/1014-S-Meadows-Dr_Austin_TX_78758_M70593-55572
01/02/2023,Listed,"$489,900 ",$300 ,Austin,https://www.realtor.com/realestateandhomes-detail/1014-S-Meadows-Dr_Austin_TX_78758_M70593-55572
01/01/2023,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/1014-S-Meadows-Dr_Austin_TX_78758_M70593-55572
12/01/2022,Relisted,"$489,900 ",$300 ,Austin,https://www.realtor.com/realestateandhomes-detail/1014-S-Meadows-Dr_Austin_TX_78758_M70593-55572
11/14/2022,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/1014-S-Meadows-Dr_Austin_TX_78758_M70593-55572
10/26/2022,Price Changed,"$489,900 ",$300 ,Austin,https://www.realtor.com/realestateandhomes-detail/1014-S-Meadows-Dr_Austin_TX_78758_M70593-55572
09/29/2022,Price Changed,"$499,900 ",$306 ,Austin,https://www.realtor.com/realestateandhomes-detail/1014-S-Meadows-Dr_Austin_TX_78758_M70593-55572
11/11/2022,Listed,"$550,000 ",$308 ,Austin,https://www.realtor.com/realestateandhomes-detail/1305-Mearns-Meadow-Blvd_Austin_TX_78758_M83403-98240
11/11/2022,Listed,"$575,000 ",$582 ,Austin,https://www.realtor.com/realestateandhomes-detail/905-Neans-Dr_Austin_TX_78758_M76466-22743
10/28/2022,Listed,"$385,000 ",$284 ,Austin,https://www.realtor.com/realestateandhomes-detail/1104-Fauntleroy-Trl_Austin_TX_78758_M85509-88080
10/31/2001,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/1104-Fauntleroy-Trl_Austin_TX_78758_M85509-88080
01/30/1990,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/1104-Fauntleroy-Trl_Austin_TX_78758_M85509-88080
11/08/2022,Price Changed,"$595,000 ",$300 ,Austin,https://www.realtor.com/realestateandhomes-detail/1301-S-Meadows-Dr_Austin_TX_78758_M85410-75339
10/26/2022,Price Changed,"$615,000 ",$310 ,Austin,https://www.realtor.com/realestateandhomes-detail/1301-S-Meadows-Dr_Austin_TX_78758_M85410-75339
10/06/2022,Listed,"$645,000 ",$325 ,Austin,https://www.realtor.com/realestateandhomes-detail/1301-S-Meadows-Dr_Austin_TX_78758_M85410-75339
09/22/2014,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/1301-S-Meadows-Dr_Austin_TX_78758_M85410-75339
09/20/2014,Listing removed,"$239,000 ",$120 ,Austin,https://www.realtor.com/realestateandhomes-detail/1301-S-Meadows-Dr_Austin_TX_78758_M85410-75339
08/03/2014,Listed,"$239,000 ",$120 ,Austin,https://www.realtor.com/realestateandhomes-detail/1301-S-Meadows-Dr_Austin_TX_78758_M85410-75339
07/19/2013,Listing removed,"$175,000 ",$88 ,Austin,https://www.realtor.com/realestateandhomes-detail/1301-S-Meadows-Dr_Austin_TX_78758_M85410-75339
01/23/2023,Price Changed,"$619,000 ",$374 ,Austin,https://www.realtor.com/realestateandhomes-detail/9404-Mountain-Quail-Rd_Austin_TX_78758_M71229-76240
09/20/2022,Listed,"$699,999 ",$423 ,Austin,https://www.realtor.com/realestateandhomes-detail/9404-Mountain-Quail-Rd_Austin_TX_78758_M71229-76240
12/26/2007,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/9404-Mountain-Quail-Rd_Austin_TX_78758_M71229-76240
01/10/2023,Price Changed for rent,"$3,900 ",$2 ,Austin,https://www.realtor.com/realestateandhomes-detail/1004-Cripple-Creek-Dr_Austin_TX_78758_M76701-37553
11/04/2022,Listed for rent,"$4,000 ",$2 ,Austin,https://www.realtor.com/realestateandhomes-detail/1004-Cripple-Creek-Dr_Austin_TX_78758_M76701-37553
11/03/2022,Price Changed,"$900,000 ",$390 ,Austin,https://www.realtor.com/realestateandhomes-detail/1004-Cripple-Creek-Dr_Austin_TX_78758_M76701-37553
08/23/2022,Listed,"$929,000 ",$403 ,Austin,https://www.realtor.com/realestateandhomes-detail/1004-Cripple-Creek-Dr_Austin_TX_78758_M76701-37553
06/06/2022,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/1004-Cripple-Creek-Dr_Austin_TX_78758_M76701-37553
04/16/2014,Listing removed,"$199,000 ",$112 ,Austin,https://www.realtor.com/realestateandhomes-detail/1004-Cripple-Creek-Dr_Austin_TX_78758_M76701-37553
03/28/2014,Listed,"$199,000 ",$112 ,Austin,https://www.realtor.com/realestateandhomes-detail/1004-Cripple-Creek-Dr_Austin_TX_78758_M76701-37553
01/19/2023,Price Changed,"$520,000 ",$346 ,Austin,https://www.realtor.com/realestateandhomes-detail/9004-Hunters-Trce_Austin_TX_78758_M89680-84436
01/05/2023,Price Changed,"$545,000 ",$363 ,Austin,https://www.realtor.com/realestateandhomes-detail/9004-Hunters-Trce_Austin_TX_78758_M89680-84436
12/08/2022,Price Changed,"$556,000 ",$370 ,Austin,https://www.realtor.com/realestateandhomes-detail/9004-Hunters-Trce_Austin_TX_78758_M89680-84436
11/28/2022,Listing removed,- ,- ,Zumper,https://www.realtor.com/realestateandhomes-detail/9004-Hunters-Trce_Austin_TX_78758_M89680-84436
11/21/2022,Listed for rent,"$1,300 ",$1 ,Zumper,https://www.realtor.com/realestateandhomes-detail/9004-Hunters-Trce_Austin_TX_78758_M89680-84436
11/10/2022,Price Changed,"$577,000 ",$384 ,Austin,https://www.realtor.com/realestateandhomes-detail/9004-Hunters-Trce_Austin_TX_78758_M89680-84436
10/27/2022,Price Changed,"$599,000 ",$399 ,Austin,https://www.realtor.com/realestateandhomes-detail/9004-Hunters-Trce_Austin_TX_78758_M89680-84436
01/05/2023,Relisted,"$659,000 ",$294 ,Austin,https://www.realtor.com/realestateandhomes-detail/9203-Quail-Meadow-Dr_Austin_TX_78758_M79759-74588
01/01/2023,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/9203-Quail-Meadow-Dr_Austin_TX_78758_M79759-74588
11/27/2022,Price Changed,"$679,000 ",$303 ,Austin,https://www.realtor.com/realestateandhomes-detail/9203-Quail-Meadow-Dr_Austin_TX_78758_M79759-74588
08/25/2022,Price Changed,"$699,000 ",$312 ,Austin,https://www.realtor.com/realestateandhomes-detail/9203-Quail-Meadow-Dr_Austin_TX_78758_M79759-74588
08/11/2022,Price Changed,"$729,000 ",$325 ,Austin,https://www.realtor.com/realestateandhomes-detail/9203-Quail-Meadow-Dr_Austin_TX_78758_M79759-74588
07/14/2022,Price Changed,"$749,000 ",$334 ,Austin,https://www.realtor.com/realestateandhomes-detail/9203-Quail-Meadow-Dr_Austin_TX_78758_M79759-74588
07/07/2022,Price Changed,"$769,000 ",$343 ,Austin,https://www.realtor.com/realestateandhomes-detail/9203-Quail-Meadow-Dr_Austin_TX_78758_M79759-74588
11/10/2022,Price Changed,"$497,000 ",$280 ,Austin,https://www.realtor.com/realestateandhomes-detail/1112-Red-Cliff-Dr_Austin_TX_78758_M75104-91294
10/27/2022,Price Changed,"$498,000 ",$281 ,Austin,https://www.realtor.com/realestateandhomes-detail/1112-Red-Cliff-Dr_Austin_TX_78758_M75104-91294
10/13/2022,Price Changed,"$505,000 ",$285 ,Austin,https://www.realtor.com/realestateandhomes-detail/1112-Red-Cliff-Dr_Austin_TX_78758_M75104-91294
09/29/2022,Price Changed,"$517,000 ",$291 ,Austin,https://www.realtor.com/realestateandhomes-detail/1112-Red-Cliff-Dr_Austin_TX_78758_M75104-91294
09/15/2022,Price Changed,"$531,000 ",$299 ,Austin,https://www.realtor.com/realestateandhomes-detail/1112-Red-Cliff-Dr_Austin_TX_78758_M75104-91294
09/01/2022,Price Changed,"$537,000 ",$303 ,Austin,https://www.realtor.com/realestateandhomes-detail/1112-Red-Cliff-Dr_Austin_TX_78758_M75104-91294
08/11/2022,Price Changed,"$541,000 ",$305 ,Austin,https://www.realtor.com/realestateandhomes-detail/1112-Red-Cliff-Dr_Austin_TX_78758_M75104-91294
02/26/2022,Listed,"$590,000 ",$578 ,Austin,https://www.realtor.com/realestateandhomes-detail/1007-Neans-Dr_Austin_TX_78758_M74487-55109
02/22/2012,Listing removed,"$97,500 ",$96 ,Austin,https://www.realtor.com/realestateandhomes-detail/1007-Neans-Dr_Austin_TX_78758_M74487-55109
02/21/2012,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/1007-Neans-Dr_Austin_TX_78758_M74487-55109
10/08/2011,Price Changed,"$97,500 ",$96 ,Austin,https://www.realtor.com/realestateandhomes-detail/1007-Neans-Dr_Austin_TX_78758_M74487-55109
09/01/2011,Listed,"$119,000 ",$117 ,Austin,https://www.realtor.com/realestateandhomes-detail/1007-Neans-Dr_Austin_TX_78758_M74487-55109
01/22/2003,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/1007-Neans-Dr_Austin_TX_78758_M74487-55109
06/28/1996,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/1007-Neans-Dr_Austin_TX_78758_M74487-55109
01/24/2023,Listed,"$485,000 ",$310 ,Austin,https://www.realtor.com/realestateandhomes-detail/8907-Little-Walnut-Pkwy_Austin_TX_78758_M71790-05141
05/03/2019,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/8907-Little-Walnut-Pkwy_Austin_TX_78758_M71790-05141
05/02/2019,Listing removed,"$345,000 ",$221 ,Austin,https://www.realtor.com/realestateandhomes-detail/8907-Little-Walnut-Pkwy_Austin_TX_78758_M71790-05141
04/03/2019,Listed,"$345,000 ",$221 ,Austin,https://www.realtor.com/realestateandhomes-detail/8907-Little-Walnut-Pkwy_Austin_TX_78758_M71790-05141
01/03/2019,Listing removed,"$299,500 ",$191 ,Austin,https://www.realtor.com/realestateandhomes-detail/8907-Little-Walnut-Pkwy_Austin_TX_78758_M71790-05141
12/14/2018,Listing removed,"$299,500 ",$191 ,Austin,https://www.realtor.com/realestateandhomes-detail/8907-Little-Walnut-Pkwy_Austin_TX_78758_M71790-05141
11/10/2018,Price Changed,"$299,500 ",$191 ,Austin,https://www.realtor.com/realestateandhomes-detail/8907-Little-Walnut-Pkwy_Austin_TX_78758_M71790-05141
01/20/2023,Listed,"$699,000 ",$467 ,Austin,https://www.realtor.com/realestateandhomes-detail/1408-Fairfield-Dr_Austin_TX_78758_M82761-68722
09/25/2022,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/1408-Fairfield-Dr_Austin_TX_78758_M82761-68722
09/14/2022,Price Changed,"$754,000 ",$518 ,Austin,https://www.realtor.com/realestateandhomes-detail/1408-Fairfield-Dr_Austin_TX_78758_M82761-68722
09/01/2022,Listed,"$759,000 ",$521 ,Austin,https://www.realtor.com/realestateandhomes-detail/1408-Fairfield-Dr_Austin_TX_78758_M82761-68722
03/28/2022,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/1408-Fairfield-Dr_Austin_TX_78758_M82761-68722
03/25/2022,Listing removed,"$395,000 ",$271 ,Austin,https://www.realtor.com/realestateandhomes-detail/1408-Fairfield-Dr_Austin_TX_78758_M82761-68722
03/10/2022,Listed,"$395,000 ",$271 ,Austin,https://www.realtor.com/realestateandhomes-detail/1408-Fairfield-Dr_Austin_TX_78758_M82761-68722
01/19/2023,Listed,"$675,000 ",$315 ,Austin,https://www.realtor.com/realestateandhomes-detail/1311-Quail-Park-Dr_Austin_TX_78758_M86472-25710
12/16/2022,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/1311-Quail-Park-Dr_Austin_TX_78758_M86472-25710
11/01/2022,Price Changed,"$695,000 ",$324 ,Austin,https://www.realtor.com/realestateandhomes-detail/1311-Quail-Park-Dr_Austin_TX_78758_M86472-25710
